v,w,x,y,z,class
3.1403,2.1219,5.662,3.1439,3.2781,D
8.0238,5.9499,1.9265,3.1099,1.3269,B
6.7347,6.1746,0.517,5.5548,7.4299,B
4.6385,7.644,6.7765,6.4527,8.7347,E
9.1916,8.1212,2.28,1.2359,2.7046,B
4.3355,3.7254,6.0625,2.5642,3.8107,B
1.4428,3.9696,6.197,3.5082,4.175,E
2.3977,5.3944,6.7003,2.2131,3.3122,D
2.3712,7.144,8.3442,6.0087,8.9443,E
6.7413,6.2086,1.9306,2.3532,2.3609,C
5.8194,6.3404,2.6776,2.3726,1.2977,A
3.8019,6.0623,6.4881,6.6455,7.4713,B
4.422,5.7279,2.5345,8.6011,6.7469,B
3.8509,6.1573,7.467,6.7986,8.8028,E
4.5041,4.4102,5.6835,2.7543,4.0983,B
4.1526,5.7612,7.0791,6.4709,8.6048,C
5.8185,7.28,1.6123,2.1003,2.0085,B
3.4857,6.2528,7.617,7.3812,9.1403,B
4.0901,5.9296,6.517,7.7379,9.0507,E
7.43,7.0156,1.3457,0.0,0.4711,B
3.8118,5.9807,7.4565,6.5613,8.7206,B
2.9045,1.9197,7.1734,3.5313,3.3569,B
3.9633,6.0954,7.7913,5.7276,8.6776,B
3.1487,0.7461,6.1181,4.4581,8.509,B
4.8463,1.5051,2.4757,9.8284,8.9445,B
6.596,4.6414,2.3804,2.0772,1.1929,B
9.4475,0.171,5.4109,4.6589,3.2801,B
4.2296,5.9763,7.1378,6.5982,8.4929,B
3.1329,4.2404,4.4909,2.7542,4.681,D
3.8227,5.7542,7.3267,6.4391,8.6949,E
2.5823,0.7365,6.0671,3.3589,4.9071,E
2.5044,6.3774,6.5696,5.3718,8.3402,B
4.8797,7.6044,7.3881,7.7232,8.6243,E
8.0625,6.654,2.5362,2.4488,2.9484,A
3.7421,5.7434,7.2368,6.4361,8.6414,B
3.8004,6.0677,7.358,6.4843,8.5259,B
4.6397,7.6822,9.0716,3.54,1.3606,B
8.7122,6.9621,2.1678,2.326,1.4052,C
8.0298,6.4232,0.9318,1.5241,1.5919,C
4.1776,6.0471,7.3657,6.7053,8.491,E
4.8191,7.1314,8.6846,6.283,8.3076,E
2.5573,5.5097,6.5549,6.5364,8.4702,B
5.6329,4.9865,8.3072,5.0615,8.1854,C
2.0459,5.3426,5.1743,3.7972,4.3959,B
5.587,8.3014,7.2579,7.4151,8.9038,E
6.1061,7.2266,7.0694,6.5757,8.9873,C
3.4876,2.7172,5.7515,3.6869,4.8673,E
3.0932,2.5804,6.7357,9.9851,6.1724,B
5.6727,8.1657,1.5668,7.8775,9.0094,B
7.2543,9.905,3.5429,0.9708,1.5138,B
1.5896,8.2439,4.1666,2.1117,2.0748,B
3.5311,4.5774,6.4603,6.3057,8.813,C
3.2136,6.72,6.8486,7.2856,7.5624,C
2.9462,7.231,8.1886,5.7759,8.7804,B
