v,w,x,y,z,class
7.2113,2.88,4.2634,0.9821,7.7481,A
1.7158,2.808,3.4124,7.6051,2.2906,C
0.2228,5.4994,3.2543,6.8882,3.1113,C
2.2449,2.2493,2.6874,7.8344,1.4642,A
1.2683,9.8581,7.4153,2.7122,7.1513,E
5.8524,7.0995,7.2887,2.8702,5.9089,E
3.2062,3.5551,2.8273,7.8521,0.7949,B
5.1898,7.9208,2.0247,7.2698,0.1532,E
2.2184,4.6651,5.2925,5.8138,5.4674,E
5.1985,9.0636,6.6007,1.0375,8.5705,E
5.9405,4.0079,4.0207,1.754,8.0293,C
2.921,6.8021,5.5244,3.2844,2.9873,E
5.2265,6.5399,6.1037,3.6422,5.2344,D
7.2932,4.9741,9.6877,7.6234,4.3975,E
2.3657,4.4906,3.054,8.3866,2.0894,C
2.1778,7.6934,9.7195,7.3318,5.6237,E
0.1089,3.3669,9.7434,5.1472,4.4878,E
0.113,9.2892,7.2223,6.0714,0.1273,E
2.5388,4.0327,3.9625,6.9093,1.022,B
1.5606,2.3891,3.6447,6.4822,1.2934,E
7.8494,2.2103,2.6589,1.8741,8.8507,E
6.3183,6.501,7.7304,2.2935,7.1315,E
1.1903,2.7566,2.8558,7.7196,1.4473,E
0.3658,0.691,0.9241,1.8241,4.0393,E
6.7859,2.1015,3.302,1.601,7.5115,D
0.5818,1.5249,7.3662,7.7964,6.1411,E
0.3371,4.0715,6.7325,1.4394,5.2376,E
1.2721,3.2914,1.9056,7.5415,1.6048,C
8.5416,2.1262,3.4471,1.4561,10.0,B
9.0032,9.6924,9.6231,5.262,5.7863,E
0.456,1.8581,8.4198,1.9841,1.6533,E
8.9321,3.6448,3.7771,0.919,8.8888,D
3.5927,4.378,3.363,5.0455,1.6157,E
1.4273,3.7758,2.0491,6.9712,0.2161,E
7.1496,0.9697,4.4873,1.2111,8.381,C
2.0791,3.2342,6.9145,0.3397,2.2153,E
0.6032,2.2364,3.747,7.3254,0.2583,B
9.1141,3.3106,6.0872,3.4799,0.2838,E
7.8514,1.3355,4.1932,0.7456,9.5964,B
5.9165,7.3733,7.287,3.1754,5.8923,D
7.8655,2.6108,9.9113,6.5106,6.5085,E
7.8633,2.5708,2.7657,0.9716,8.4416,D
8.3928,3.894,2.8999,3.0406,6.4243,C
7.916,1.6445,2.8547,2.2286,9.2619,A
6.6896,6.9454,9.1548,3.5299,7.6875,E
9.4624,8.4885,8.4564,2.4117,7.288,E
1.2714,3.0552,0.5758,6.8994,1.3766,A
8.903,6.7852,5.8242,6.1901,9.8078,E
5.5636,7.5056,8.657,2.4469,4.6272,E
7.8838,2.6866,5.67,5.993,3.3272,E
7.4824,2.4067,3.5643,1.4283,9.5487,C
4.243,3.6736,3.5175,6.9168,0.371,E
7.2215,7.211,5.8193,7.9336,4.8329,E
5.651,7.181,8.266,2.9743,7.6731,C
8.3517,3.6795,3.4747,4.3766,7.4998,E
3.2539,1.8792,4.552,6.7989,1.6722,B
3.0051,8.357,3.0571,4.0413,1.8434,E
3.4319,1.3985,0.5008,7.9915,2.4841,C
8.5133,5.393,3.2,0.2153,9.1479,E
3.9014,0.3022,0.6416,0.4403,0.4698,E
9.6327,3.7316,0.0512,1.6431,8.5304,E
1.0088,1.3456,2.7014,8.8999,1.4525,B
1.6104,1.5678,5.6915,0.2072,0.2452,E
7.1847,9.3267,4.9198,3.8942,1.3448,E
1.5942,4.4889,2.8813,6.9803,0.9049,A
7.3248,6.815,7.8454,2.8963,8.7516,C
5.7801,7.3046,7.573,2.895,5.8991,E
5.978,7.0251,7.5856,2.8957,6.0768,D
5.6095,7.1982,7.2547,3.2741,6.0557,E
5.1967,7.0975,1.0562,8.521,7.5156,E
4.6221,1.0867,2.9969,9.7504,9.2941,E
7.8022,1.375,5.3513,0.6543,9.3334,B
8.7882,4.3572,3.4159,1.642,9.2172,E
7.1989,5.4065,6.143,4.3948,6.3717,E
0.8127,4.9337,5.4406,7.9976,0.9104,C
5.9724,5.7263,8.8519,2.7355,4.8753,D
0.4116,2.762,3.4774,8.2051,1.3439,A
3.6369,6.4995,5.9055,0.0144,0.9891,E
5.7259,7.4113,9.0741,3.5763,4.6696,D
7.7291,0.274,1.2435,9.8694,7.7619,E
0.3757,2.4207,3.2075,7.825,2.7843,E
6.2844,2.9072,4.6363,4.4626,2.0596,E
2.7446,0.1123,3.5222,6.1784,0.3109,E
3.0015,2.7005,2.525,7.8041,2.5497,E
7.2418,7.5935,9.7299,2.7107,7.2556,E
1.4165,2.779,2.7577,7.7096,1.5124,C
9.5254,3.5321,5.1593,8.9457,1.3903,E
1.809,9.45,8.1453,6.6585,3.5382,E
3.3705,6.9077,0.8285,7.5551,4.2853,E
1.6192,2.5719,2.6482,7.9931,1.2481,B
3.2146,5.3526,1.0533,0.1743,1.8002,E
6.8303,9.6528,8.4308,4.2368,6.755,E
7.4992,2.3542,4.3706,1.2506,8.7744,D
6.8144,4.765,8.1646,2.0641,3.2653,E
1.5124,2.9316,2.6519,7.6635,1.3639,B
0.835,6.0684,3.2723,7.6824,1.0925,E
1.3813,8.3613,6.7011,2.8485,3.628,E
1.3949,2.5922,2.4655,7.7372,1.5501,B
9.3399,4.4791,6.3179,2.3302,7.3329,E
5.3,6.9162,7.7931,3.0254,6.5101,C
7.6582,9.6438,3.9771,7.7341,7.7236,E
6.7777,5.282,2.7906,0.4385,7.8593,A
5.9523,7.3794,7.2337,3.1258,5.949,E
1.2909,2.819,2.4132,7.5641,1.5295,A
