v,w,x,y,z,class
3.3776,6.1259,4.0873,2.6698,1.1307,B
3.393,7.1226,5.8816,3.8845,1.275,A
6.2028,7.9541,4.6574,4.8257,5.6041,A
3.346,5.818,4.1654,2.7614,1.1808,A
3.4084,6.0177,4.2321,2.9259,1.5572,A
7.8997,4.1815,2.72,8.3877,7.9915,A
7.8381,9.0333,9.5114,4.3585,5.8966,E
6.7558,2.9727,1.5919,8.0645,8.4583,A
4.3829,7.6575,3.125,2.4703,1.0071,B
5.6602,0.3068,3.5028,2.1806,1.6006,A
7.2458,6.8671,5.7596,5.5091,5.319,E
6.3228,6.5362,3.3998,4.8984,6.658,E
1.3388,6.4519,2.1527,8.5513,4.3335,A
4.3387,6.2543,6.9339,3.731,1.3345,A
8.4273,2.5732,4.6673,8.9841,5.8629,C
5.0517,6.2583,2.1347,3.0827,2.2961,A
5.9087,2.4721,7.4359,8.4416,5.4619,A
4.5298,2.7559,4.7372,0.1187,9.9727,A
3.2947,5.8224,3.9529,2.6343,1.509,D
6.8837,6.8929,6.6039,4.0508,5.8351,E
3.5157,6.1996,3.9323,2.642,1.4741,A
6.6411,7.4177,9.2635,3.9329,5.0929,D
2.5988,5.6921,7.0174,2.4443,1.3844,D
3.2418,2.9425,4.333,2.34,1.1477,D
6.3808,3.144,4.3767,7.5745,7.4732,B
5.9028,9.2904,7.2838,4.0076,2.8519,A
2.0484,5.639,3.5467,2.4513,0.7292,A
3.9194,7.2903,1.2059,1.5446,2.3167,A
4.1597,6.4497,6.17,4.4174,2.0801,D
2.8509,5.1458,2.0301,3.9899,1.2244,A
7.5969,1.6482,2.4504,7.0224,8.7726,A
2.1225,4.3273,1.8343,8.4332,0.9906,A
2.7144,6.7864,3.28,3.1514,2.4376,B
2.6472,6.8568,1.8851,3.8135,1.3672,A
2.4417,6.6555,9.8133,2.5733,6.8084,A
9.0609,3.305,6.5568,8.4506,7.6851,B
3.6491,6.256,4.0663,2.6526,1.1847,B
