v,w,x,y,z,class
5.3288,3.741,4.5728,1.5175,2.7203,A
9.8813,5.4702,0.0273,7.2441,5.2628,A
6.6151,9.0796,4.096,5.8935,2.7414,A
7.3489,6.4564,8.5746,4.1849,6.1281,E
3.0388,2.8327,1.6502,8.0566,2.9281,E
3.5429,0.9708,1.5138,7.2543,9.905,A
6.8474,2.4301,4.1101,0.4879,4.9759,C
7.3282,6.5349,8.8497,3.8074,6.0091,C
5.7473,4.7919,4.7615,3.2685,2.0971,C
9.0442,7.4058,9.7043,8.5861,3.9953,A
2.7308,2.7076,2.0398,7.5831,7.5823,D
6.1181,4.4581,8.509,3.1487,0.7461,A
3.415,4.671,2.1376,5.2705,6.6134,D
1.8802,9.0469,5.1856,5.5101,4.7324,A
6.5019,7.0706,9.0605,4.8084,7.9469,C
7.9333,6.4301,8.0797,4.3228,7.1488,A
7.8937,8.4974,6.9402,8.1464,9.348,A
9.1529,2.3782,1.0563,2.0603,7.7458,A
2.9121,2.7254,2.7485,8.3449,5.7052,D
7.4219,6.5831,8.7069,3.835,5.9635,E
8.1886,5.7759,8.7804,2.9462,7.231,A
2.5933,1.145,1.6023,8.715,6.7064,D
2.4255,3.6192,2.5268,6.856,5.6233,E
6.5405,10.0,8.1185,6.4411,7.6418,E
5.8673,1.9798,5.5856,2.6444,1.7455,C
5.5826,5.8403,7.9199,3.5503,3.83,C
8.5857,9.4122,5.3956,1.5107,9.3419,A
7.7913,5.7276,8.6776,3.9633,6.0954,A
1.7298,2.7548,2.4883,6.1248,4.9324,E
5.1743,3.7972,4.3959,2.0459,5.3426,A
8.4554,4.1428,3.9437,2.9364,4.5909,C
1.9987,1.7719,2.612,6.0892,5.4872,E
7.5487,7.9516,9.2708,4.361,6.4533,A
0.3889,8.7155,1.6403,6.7482,4.214,A
7.9644,2.2691,3.6293,4.8043,1.3925,A
5.3089,2.6914,5.0796,3.465,3.1951,C
6.4181,8.9364,8.1557,1.2661,7.3344,A
6.0101,7.1491,8.7756,4.8542,7.9699,A
7.3785,6.6115,8.5313,4.0162,6.2065,C
7.3267,6.4391,8.6949,3.8227,5.7542,C
6.269,5.6613,8.6655,3.7457,3.0661,A
5.6835,2.7543,4.0983,4.5041,4.4102,A
4.7419,1.765,4.6645,0.0,1.7742,C
2.9231,0.591,2.1151,9.1598,8.8347,D
1.4487,8.6612,5.6665,3.5481,7.8473,A
1.417,2.8942,0.0,6.1286,4.7822,A
6.1155,6.607,8.725,2.8774,4.1184,A
4.1666,2.1117,2.0748,1.5896,8.2439,A
5.6415,2.1619,4.1034,0.9667,0.4886,B
6.1282,4.2186,5.5666,1.7362,0.0,B
6.2199,3.5978,3.832,2.5535,3.1047,B
6.5507,7.1098,8.7471,5.3851,7.8776,C
7.0048,7.0024,8.6489,3.7608,4.9483,C
7.467,6.7986,8.8028,3.8509,6.1573,C
4.4909,2.7542,4.681,3.1329,4.2404,B
7.2678,6.41,8.636,4.1094,5.7701,A
7.2579,7.4151,8.9038,5.587,8.3014,C
1.5272,2.2656,1.6016,7.1331,7.4664,A
5.891,1.6801,5.3158,4.4635,4.9468,B
6.9173,4.9483,7.7039,3.7417,7.8653,A
7.1279,6.8039,8.712,4.1415,6.1905,A
7.2994,8.9183,9.5363,3.5217,8.5874,C
2.448,4.2115,9.64,4.9722,1.5513,A
5.8347,2.7793,4.0791,2.7802,3.5565,C
7.358,6.4843,8.5259,3.8004,6.0677,A
5.0691,4.5877,3.3843,2.4508,2.3179,A
6.3048,3.9736,3.6555,3.2644,2.8558,C
1.9355,3.2442,1.5417,7.0273,8.4081,A
4.4284,2.6843,2.9514,0.7573,0.373,A
6.0671,3.3589,4.9071,2.5823,0.7365,C
1.9265,3.1099,1.3269,8.0238,5.9499,A
6.7516,2.2082,4.6703,3.2063,3.7633,A
5.3978,3.199,3.8225,5.2405,5.8107,C
7.2368,6.4361,8.6414,3.7421,5.7434,A
5.8971,2.6331,5.5301,2.3652,6.079,A
7.1605,6.565,8.79,4.1378,6.0712,A
7.0684,6.1814,8.802,6.5215,3.8943,A
7.335,6.5882,8.4592,3.7501,5.9144,E
7.312,6.3633,8.6982,4.2238,6.1717,A
5.1016,3.6772,3.342,3.4638,6.6002,B
1.4002,1.9202,1.66,6.9249,7.0518,D
2.4997,3.0388,1.5159,9.1715,6.6149,A
2.1241,2.666,1.7408,7.7937,8.2183,A
6.3251,2.7051,4.563,2.9161,2.8149,C
6.228,3.4205,4.6508,2.9208,4.8814,C
8.3072,5.0615,8.1854,5.6329,4.9865,E
3.9681,3.0731,4.698,2.1471,4.8763,B
1.8417,3.1944,2.0179,5.5966,2.8095,E
6.7765,6.4527,8.7347,4.6385,7.644,C
7.3312,6.4118,8.5677,4.005,5.9342,C
6.7003,2.2131,3.3122,2.3977,5.3944,B
1.5584,4.0913,4.5381,7.5279,2.5641,A
4.5549,0.349,0.4744,4.9501,1.6319,A
7.4888,6.7854,8.8574,3.7673,5.9066,E
4.9967,6.5499,7.3699,8.7547,3.5032,A
7.441,6.7265,8.7903,4.2382,6.3117,A
8.5149,5.3402,8.3133,2.8299,5.3894,E
1.9001,2.5743,1.5594,7.4623,8.1391,D
6.517,7.7379,9.0507,4.0901,5.9296,C
7.406,6.2218,9.7155,4.0171,4.1743,A
8.4554,6.0806,7.6833,2.7097,8.7941,A
6.8486,7.2856,7.5624,3.2136,6.72,E
5.7515,3.6869,4.8673,3.4876,2.7172,C
7.3211,6.4274,8.8615,4.0236,6.1266,A
7.1542,6.5424,8.6713,4.2171,5.933,A
1.0159,1.5727,4.1371,7.4268,5.3327,D
6.7157,8.8972,9.9687,2.9716,4.1606,A
7.2983,5.0957,8.6423,4.3387,6.1519,A
7.8572,1.2859,3.809,1.081,7.3842,A
5.664,3.7283,4.026,2.384,2.8799,A
6.4707,4.0426,4.3299,2.0873,5.2496,A
1.7083,3.2476,0.7033,7.5045,6.0071,E
3.1277,3.0105,7.5399,0.1783,2.1309,A
6.8615,6.8669,8.9692,4.627,8.3721,A
5.4443,1.2538,5.1591,3.1502,3.3545,B
2.28,2.0455,2.3915,8.1156,7.9686,E
5.9492,3.1163,4.1649,3.1071,3.3961,B
1.6123,2.1003,2.0085,5.8185,7.28,A
5.8386,2.6476,4.1247,3.998,0.2253,A
7.413,6.5683,8.8849,3.7777,5.7189,A
10.0,6.3094,8.3679,3.8707,5.7045,E
7.3173,6.3143,8.7685,4.1939,6.1233,E
7.2765,2.7363,7.1363,0.8561,9.7848,A
7.1141,6.6473,8.7168,4.0877,5.7263,C
1.7622,2.857,1.4983,6.4246,8.0941,A
2.7333,2.9137,0.5283,8.4109,5.6095,D
2.3925,2.5219,1.3382,7.9922,5.3743,D
7.2149,6.3491,8.4765,3.7765,5.8286,A
4.7292,3.2,3.7341,4.0443,2.4801,C
2.5345,8.6011,6.7469,4.422,5.7279,A
8.4812,5.2823,8.4882,2.0361,7.129,A
6.8204,6.4201,8.5877,5.8501,4.3289,A
4.1955,8.0409,0.4146,3.261,0.0981,A
8.2275,7.2708,10.0,4.5929,7.066,E
6.2294,2.3081,3.5806,0.865,4.601,C
5.0958,2.6455,4.036,2.8764,4.5249,B
7.3286,6.5264,8.7501,4.2112,6.0509,C
6.7767,6.6479,9.4372,4.1123,6.1903,C
7.7746,3.5548,3.5863,1.8999,5.2419,A
6.5696,5.3718,8.3402,2.5044,6.3774,A
5.8305,7.481,7.7024,4.3451,7.208,C
2.0713,2.7354,2.033,7.6971,5.6082,A
0.9993,2.879,2.2008,5.4992,3.2494,A
6.918,5.757,9.3539,5.7219,4.5965,E
7.8194,4.3398,8.3994,9.6932,6.4972,A
3.4844,1.8287,0.7912,7.7608,3.3193,A
7.3541,6.8662,7.8274,4.3154,7.0841,E
1.9532,3.2548,2.09,8.8806,6.6843,D
6.6744,5.8925,0.3875,9.0084,4.7057,A
4.0444,0.272,6.4647,4.7647,5.4329,A
8.3442,6.0087,8.9443,2.3712,7.144,C
1.7607,1.3222,3.7429,2.9082,3.641,A
7.3881,7.7232,8.6243,4.8797,7.6044,C
3.3143,1.9723,3.0148,6.0422,8.3598,D
7.1559,6.5001,9.0146,4.9057,4.2242,A
1.3149,1.2395,1.5241,7.6437,5.7568,A
