v,w,x,y,z,class
1.7773,8.8695,6.423,3.8942,6.0383,D
8.7535,6.8275,9.9979,1.9999,1.5603,D
0.1378,0.4685,4.4333,1.6158,0.5647,D
5.2423,4.6796,6.9913,4.8355,1.278,A
1.7043,3.3328,4.0829,1.6707,6.3385,C
9.4897,6.1273,1.4961,8.0898,7.5706,B
6.8072,4.0711,7.8577,5.1829,2.7971,D
8.5198,0.7127,5.6759,1.1173,6.9428,D
4.4331,3.8664,5.7245,1.7608,6.6021,D
1.0189,6.4464,9.9389,9.9695,0.5462,D
3.3879,2.9147,3.718,2.7937,6.6389,B
3.4746,3.2128,4.4572,2.4844,7.1533,D
6.3276,1.6427,2.3171,8.5881,0.4423,D
4.8133,1.5649,5.6031,2.0928,4.5789,B
5.8265,6.5762,2.8954,8.0691,7.8261,D
2.3533,2.1783,4.2254,2.2411,4.2555,B
6.4551,5.2541,7.8055,3.8852,4.0618,D
1.3943,2.3807,2.7985,2.6348,6.5982,B
9.2736,8.6523,9.2438,8.6882,0.3294,D
2.3025,3.9526,4.3028,2.1466,5.9698,B
1.1402,3.9339,2.2982,1.9716,7.6973,D
3.217,5.9515,8.2539,5.208,2.448,E
6.19,3.4332,3.506,2.6047,3.5012,D
4.9133,3.4946,8.4159,4.3417,2.5071,E
3.9565,1.67,4.36,1.1604,7.1027,C
7.965,7.0102,2.0621,8.2747,7.4981,D
5.3612,4.1263,6.1496,6.173,6.6289,D
6.3729,5.8454,2.1405,6.6617,7.7773,B
2.8867,2.3535,5.0752,1.2995,7.1692,B
8.4667,6.7768,2.5006,6.2559,7.5464,A
2.6583,6.3926,1.2533,8.6006,8.9057,D
5.0895,5.3573,9.0542,5.853,2.1175,D
1.5135,3.4973,4.6599,1.7311,6.1006,C
1.2773,6.6618,0.5603,0.5092,7.3846,D
1.9624,7.5128,0.0209,1.3178,9.622,D
2.404,3.8054,4.7521,2.8853,6.5019,C
8.9095,7.7999,8.0195,4.215,3.2525,D
7.2919,7.4648,5.6636,8.5214,0.4706,D
6.0404,5.8216,1.9349,8.1995,6.3904,D
7.7919,5.7187,1.7088,5.3381,1.1249,D
7.8186,6.2862,1.7647,6.8321,7.7372,A
4.0622,5.1749,8.7209,4.6456,3.0039,E
5.6326,7.7955,0.1698,8.9073,9.7636,D
9.7731,1.3903,2.6719,1.7479,2.1681,D
6.9819,6.8748,1.9255,6.9956,8.9093,D
7.5216,6.5334,2.6512,8.5455,7.6699,A
2.5787,6.2037,9.3347,8.9088,0.6599,D
5.6728,6.8658,9.7777,1.8624,0.8472,D
5.1311,1.352,4.5744,2.5499,6.6042,D
2.471,3.5143,4.3705,2.121,7.2823,D
9.7214,8.19,8.4558,4.4424,1.166,D
4.5837,3.0404,5.9497,6.8407,3.352,D
5.4732,3.8663,4.4059,4.8941,5.5241,D
3.1842,2.2808,3.3518,8.9903,9.8097,D
5.3919,5.4584,7.8705,5.8667,2.0711,E
2.3143,0.7612,6.4297,3.7713,4.163,D
9.3311,6.8242,2.288,6.7052,6.4328,B
3.7418,1.7317,4.6371,2.5211,6.3043,B
6.3418,5.487,8.5988,5.2897,3.5135,A
4.1844,1.7478,6.5909,6.8075,8.2557,D
3.1126,4.5372,7.1065,4.8943,1.0751,D
4.0391,2.9125,8.2766,5.712,2.946,E
2.9764,3.8046,3.2823,2.1937,7.8334,D
3.9536,4.8642,8.5724,4.99,3.2743,D
7.085,9.9394,9.2381,2.0057,7.456,D
2.8019,4.3825,8.8298,4.8442,3.2139,E
1.5995,3.7091,6.7261,1.6145,0.526,D
1.8424,7.7784,8.1793,8.042,7.9421,D
6.2249,2.2207,2.6811,8.7794,8.584,D
3.0293,1.4851,4.2669,2.394,8.0634,D
7.4304,7.0638,3.2065,7.6292,6.4413,A
2.3762,3.5515,4.0504,2.2182,4.2636,B
