v,w,x,y,z,class
2.9554,2.2551,2.6979,7.9156,1.9656,C
7.6922,4.0085,3.2204,1.2917,5.4651,E
7.2317,4.6869,3.3191,2.0788,7.507,D
2.5804,2.2459,2.441,7.8603,1.7794,C
3.8817,2.0205,4.4836,0.9459,5.1064,C
6.1407,7.7921,7.7761,5.1438,7.5449,E
2.5515,2.2246,2.5292,7.8229,1.9266,C
2.5724,2.3896,2.4696,7.6253,1.9625,C
4.454,4.8166,4.3019,4.9838,3.1915,C
0.4704,1.3436,6.8426,9.3522,8.5253,C
2.9002,7.3157,9.2978,4.675,7.686,D
4.4849,6.5711,9.1608,8.5032,4.9585,C
5.9184,2.4204,0.4431,8.2848,1.4574,C
7.9515,4.3548,5.0597,2.0678,6.0723,C
7.3838,3.6997,7.9549,0.2037,3.7767,C
4.6198,7.452,8.0461,4.6512,8.1665,B
8.2044,5.8224,4.3813,0.5682,5.0686,D
7.5387,2.6903,6.3961,1.1229,5.4091,B
6.6597,7.3182,7.3093,4.6179,4.8742,C
8.0995,4.3142,7.263,1.4027,5.3016,D
7.4987,2.3351,9.6775,1.4557,9.5252,C
7.5742,3.595,9.4943,1.128,4.4249,C
6.2565,5.4619,8.6549,7.5169,1.7928,C
1.9326,1.7552,3.3843,7.9816,2.1028,B
2.1587,6.7789,7.4696,6.072,9.3954,C
6.8963,0.8703,5.9827,3.6419,6.1405,C
3.3951,7.5722,7.932,5.0799,8.1529,D
7.6398,6.3195,8.1271,1.4633,5.7034,C
8.6684,9.1307,8.1329,8.6958,2.5243,C
3.2916,7.5674,7.9303,5.1179,8.2939,B
2.9183,3.5774,0.7168,7.4732,3.9169,C
6.1884,0.8932,7.4991,9.2953,9.5505,C
9.9941,6.1217,5.8139,0.5991,6.091,D
3.8507,3.537,0.7599,7.2111,2.5207,B
7.3403,4.694,3.5696,1.5919,7.384,D
2.6396,1.7034,3.4401,8.8678,2.9998,C
2.532,2.1518,2.593,7.6085,2.0976,C
1.7969,2.7967,3.0918,7.7968,2.5227,C
6.2277,3.3514,4.3928,0.3619,4.2864,C
3.3438,7.6556,8.1641,5.0881,8.3263,E
2.8027,2.1786,2.6349,7.9165,1.7931,B
8.7083,5.2425,7.918,4.4259,4.1022,C
1.6605,1.288,4.4557,6.8772,0.6295,C
8.9329,0.308,2.9003,3.812,3.4831,C
3.5852,5.0766,2.6132,5.4392,4.5374,C
3.3159,7.926,8.0909,5.4403,8.2844,E
0.3082,9.9807,2.8419,5.8548,6.4772,C
2.5769,1.4098,2.8056,7.4778,1.986,C
3.9062,7.4177,7.1606,5.1221,8.4284,C
6.3131,5.1016,5.6997,1.1391,0.9296,C
5.1687,1.1708,0.5621,0.4613,3.4034,C
2.6295,6.4206,2.5044,6.984,3.1037,C
3.2287,7.6442,8.1127,5.2911,8.3542,A
2.6252,7.7058,8.1904,4.7951,8.5735,D
2.932,2.364,2.5696,7.7821,1.7625,B
5.0193,1.3028,6.8857,4.4204,5.3179,C
3.0184,1.6919,2.323,7.8751,2.0604,A
8.4061,5.6573,4.7595,1.9063,4.8451,A
7.5434,4.6631,5.7829,1.1316,6.8449,B
0.7445,1.465,9.8384,0.6979,9.1932,C
9.2307,4.0073,6.9471,0.5226,6.1566,C
1.7417,9.2419,5.4213,9.5127,1.2561,C
8.9518,4.2277,4.9016,1.4301,6.9632,D
9.2662,6.2535,5.141,1.3937,4.905,E
4.5627,4.7591,2.9403,9.3894,4.2188,C
2.464,1.4744,1.7119,7.0072,0.7821,A
2.8163,9.7589,1.5883,2.3396,8.0677,C
2.83,7.4502,10.0,5.4719,9.3535,B
2.0459,1.658,2.6108,5.8203,1.7523,B
2.6792,2.0318,0.8559,8.0283,1.2289,C
5.574,0.8953,0.0345,6.5198,0.1468,C
2.101,3.3828,4.384,7.7679,3.3747,B
5.1319,9.9688,6.4857,0.7975,2.0059,C
9.2688,5.0664,5.536,0.5615,5.4879,E
4.1207,3.4729,2.1243,7.8477,0.5951,B
3.7965,7.402,7.9628,5.1317,8.1025,D
7.4193,9.4136,9.9868,6.3282,5.4582,C
9.0375,7.1819,0.5039,8.4852,0.3623,C
3.8271,0.8621,4.935,9.7139,1.5215,C
10.0,5.365,3.5799,1.6225,5.7638,D
7.1988,2.8556,0.8478,2.533,5.9945,C
6.779,7.3726,3.543,6.5506,7.6854,C
2.6885,2.6546,0.0,7.3278,0.2889,A
3.0168,2.5405,2.7634,8.785,1.4079,A
6.3598,0.8782,3.2981,6.1157,5.8964,C
3.6623,6.8206,8.3451,4.7739,10.0,A
2.8042,2.1805,2.3542,7.5389,1.93,B
5.728,6.3199,8.264,4.8066,7.5533,C
9.2602,4.6667,5.8338,0.8222,8.0616,C
2.85,2.2901,2.44,7.671,1.7908,A
1.6263,2.1363,1.3674,8.4578,1.24,B
3.1984,8.2007,6.4384,4.7632,9.036,B
5.7304,7.8069,8.5151,5.3123,8.3598,D
9.39,4.5928,3.2924,1.4185,5.8259,B
1.6795,4.3848,5.8295,1.6084,4.4205,C
