v,w,x,y,z,class
2.3533,4.2254,4.2555,2.1783,2.2411,E
5.8564,8.5693,4.4377,3.2027,9.2946,D
1.905,5.1563,5.9712,2.9255,2.8683,D
4.075,8.5409,4.5903,5.628,5.1615,D
2.9764,3.2823,7.8334,3.8046,2.1937,D
7.3319,1.0986,5.91,6.2841,8.4545,C
7.709,2.2027,5.9966,7.9832,9.0219,C
4.729,1.8063,9.1625,7.0482,8.2806,D
3.4495,3.3128,6.2025,2.3855,0.0,A
7.6903,4.8819,4.6274,3.4814,5.9529,D
8.0963,2.6061,6.4411,6.5324,7.0458,C
0.9451,1.2544,8.5055,7.3982,6.137,D
2.3753,6.4997,8.3704,5.2554,6.912,D
4.4764,5.1699,0.6493,3.3736,1.2303,D
5.0723,5.6192,2.6397,3.0675,1.4485,D
3.6639,2.4282,5.3477,6.9683,7.1505,D
4.8133,5.6031,4.5789,1.5649,2.0928,E
3.9184,4.9079,5.2634,5.1694,9.7187,D
5.8999,2.9556,9.5323,5.4802,1.9682,D
6.6273,9.6578,7.6324,3.0836,2.6306,D
6.3999,1.686,3.0962,2.6941,2.4449,D
2.6583,1.2533,8.9057,6.3926,8.6006,D
2.875,3.7489,6.2792,0.7914,2.6522,A
8.4525,3.0812,5.5795,5.3828,3.7224,D
1.7257,3.8908,5.8149,1.5163,3.3678,A
3.2747,4.9342,3.0297,7.0047,0.3156,D
1.0972,4.6105,6.1652,1.7694,1.748,A
5.3919,7.8705,2.0711,5.4584,5.8667,B
9.5342,7.9499,1.7643,0.5405,5.2554,D
0.0,4.3297,5.0521,2.7387,1.6883,E
8.4397,3.7395,1.3774,7.5913,5.4219,D
6.4613,6.4618,5.1393,7.2226,3.9025,D
3.4584,4.2809,6.0709,0.6749,2.6504,E
4.8495,7.5554,1.5243,5.0913,4.6303,B
0.832,9.55,6.1476,0.8536,5.7353,D
3.0293,4.2669,8.0634,1.4851,2.394,D
4.051,7.9726,1.835,5.456,5.1679,B
2.9553,2.4231,5.3217,4.1365,9.9782,D
5.3216,7.2156,4.6207,9.3497,8.2572,D
8.2338,1.4006,7.4335,6.6315,8.4141,C
5.8135,6.0428,1.7505,8.9802,6.339,D
8.4667,2.5006,7.5464,6.7768,6.2559,C
4.9768,2.5268,7.5481,5.3706,5.965,C
5.1118,8.7831,2.779,4.944,4.109,C
2.6822,4.1235,7.5331,2.6177,3.2439,E
3.8724,7.0129,2.0366,0.4549,8.9743,D
5.2784,6.2508,0.3056,5.8093,2.6886,D
3.0433,4.6548,5.3232,2.8617,2.1856,E
7.8678,1.9031,7.8231,7.4645,8.1464,C
4.2704,3.4309,3.2405,6.4145,0.9381,D
6.8704,7.9016,7.8944,4.9578,0.7611,D
3.167,2.8895,1.3311,8.7537,3.0438,D
5.8895,8.5124,2.588,4.4679,5.6668,B
8.5815,2.5865,8.2283,5.7992,8.2724,D
5.0706,7.8443,3.3651,4.2814,3.8973,B
2.0336,3.361,2.4215,4.1357,0.9499,D
4.1701,0.7957,2.9344,3.235,7.5573,D
4.713,9.5832,2.7322,5.0173,5.0581,C
7.496,0.6369,5.8207,6.7258,7.2765,E
9.2005,0.4259,5.7745,1.7342,5.3794,D
2.7441,4.5407,7.6431,2.8746,2.0988,A
2.5542,6.0284,7.5999,5.7514,5.5865,D
1.0213,4.4994,6.0072,2.7378,1.8791,A
1.0016,6.9522,9.7319,7.5231,8.5245,D
4.4257,4.3771,6.4046,2.1232,2.1217,E
1.8354,4.8669,5.085,3.6171,3.7719,A
6.4219,4.9695,1.6671,3.111,0.8179,D
3.4513,4.2203,5.8845,2.1086,2.4515,E
2.7391,6.1394,5.8947,4.0166,0.9277,D
2.6555,8.0462,0.9392,4.0466,4.3349,D
2.9007,4.6859,9.5103,0.0262,1.7082,D
2.4732,2.3696,1.1414,8.3162,4.0482,D
1.2036,7.1476,1.8509,7.7526,7.4665,D
7.7073,1.0549,6.1514,8.0266,8.0879,D
3.3485,4.2849,6.5845,0.7076,1.849,D
6.3418,8.5988,3.5135,5.487,5.2897,C
2.5484,5.963,9.5318,3.7096,1.5417,D
1.2855,7.5329,2.9056,3.742,1.6874,D
3.0344,7.1744,6.8089,8.5267,9.0469,D
3.5746,3.7257,6.2684,1.1017,1.9819,E
2.4932,7.5637,6.9536,0.4942,6.9882,D
8.0284,0.1107,2.3602,9.4921,2.9615,D
2.8885,4.2394,4.6694,2.7122,4.3781,A
3.1012,4.0596,6.2071,3.2545,3.229,E
0.7723,3.9859,8.5076,8.116,1.5324,D
3.2566,3.1154,7.4548,2.427,2.2603,D
5.7207,2.5091,8.1096,1.4147,8.8144,D
5.7696,3.2102,7.1115,0.2821,4.6697,D
8.2842,1.512,7.1797,8.9578,6.9205,D
7.8694,6.3664,5.2916,6.5705,4.7735,D
7.086,3.3866,8.7118,5.1422,2.9612,D
0.6281,9.9607,7.1702,4.8874,6.8124,D
4.5073,8.44,2.7367,5.591,4.3763,C
3.5912,3.7986,2.4389,5.9958,8.6995,D
6.3307,6.8574,3.2572,5.1855,3.4016,D
9.6542,5.9805,4.9746,4.112,5.361,D
2.9576,1.7289,4.9773,2.6823,8.7488,D
0.1486,0.4467,5.4837,2.5824,9.7649,D
7.6676,3.2199,6.8849,6.0703,9.0426,D
3.1434,4.7211,7.8532,2.8732,1.3737,A
8.1321,2.1625,4.8903,7.6102,7.5274,E
5.7895,9.3678,5.1132,7.3089,0.8517,D
5.7891,8.3909,9.0293,4.1993,0.7477,D
3.7533,3.5948,0.8493,4.979,7.8719,D
5.4749,7.2084,3.7955,4.6729,4.6062,D
3.1671,3.2471,0.7672,8.5918,0.9089,D
8.4234,3.4616,1.0431,1.6337,1.2598,D
3.8638,6.1979,7.8718,2.4865,9.3079,D
1.675,4.6447,5.8564,3.2407,1.4723,E
1.2921,8.6886,7.5538,3.9257,4.1562,D
3.9977,5.0149,6.9977,8.9642,6.0116,D
3.4034,4.706,5.054,4.1265,2.4391,A
8.4619,0.9822,7.0016,6.3064,7.3777,E
7.2335,2.4002,5.8966,6.1084,8.6956,E
1.0941,8.3507,3.7821,9.5665,8.9667,D
3.3366,4.1983,5.4571,1.9616,4.0709,D
0.1191,2.1957,9.724,5.6372,3.5855,D
2.873,3.6048,5.5892,3.8987,3.3635,A
1.8588,5.2055,6.4603,2.038,2.3764,E
4.1613,3.7263,9.0549,6.2659,8.3102,D
4.1714,7.2127,2.9459,3.9921,5.067,C
9.296,7.115,4.3764,0.493,5.4695,D
3.6143,6.6028,2.0184,7.6615,2.6688,D
2.1396,3.3711,7.2335,9.4914,0.3225,D
8.5198,5.6759,6.9428,0.7127,1.1173,D
3.9536,8.5724,3.2743,4.8642,4.99,D
9.1754,7.8988,4.3802,5.8998,6.3811,D
6.4779,2.2148,7.3262,0.6608,0.4592,D
4.3039,3.5694,2.3523,6.069,8.1829,D
4.996,0.5894,1.8898,4.741,3.7398,D
2.6416,4.7869,6.4097,3.2721,2.3208,A
0.5414,4.2372,5.3075,3.9122,1.814,A
4.0391,8.2766,2.946,2.9125,5.712,B
8.9913,8.4336,0.1599,9.1704,2.4752,D
3.6973,0.4361,2.9607,8.0311,4.4705,D
4.9033,7.4,1.3644,2.8245,3.7917,B
3.2219,4.9423,6.4273,2.7382,2.6602,E
6.9502,1.4812,5.6697,7.0831,7.2688,C
5.1311,4.5744,6.6042,1.352,2.5499,D
7.4024,0.8573,8.3849,6.4625,7.9748,C
4.0084,3.7735,7.2239,3.6709,7.4337,D
7.4855,8.4683,8.512,6.0359,7.1767,D
4.3901,7.5306,2.0578,6.1576,5.3885,B
4.7466,4.0954,0.098,5.1521,6.5948,D
4.4334,5.7211,4.2975,3.8122,3.9173,D
9.5049,8.6385,2.0976,4.7833,0.5753,D
6.19,3.506,3.5012,3.4332,2.6047,D
1.2909,4.9337,5.9222,3.4241,2.2786,E
3.8212,4.1141,4.6149,1.9562,3.1309,E
7.7485,4.2835,9.4983,2.3273,8.8993,D
0.614,4.8437,2.2707,6.1675,6.3046,D
7.4883,2.4022,7.7625,6.703,8.7994,C
9.7214,8.4558,1.166,8.19,4.4424,D
8.8921,6.5897,4.8545,7.4979,0.9628,D
4.5788,2.3114,6.3013,9.9248,6.5784,D
9.2508,1.8886,2.2105,0.7556,8.7701,D
7.0717,4.2799,5.8141,8.3163,7.3676,D
3.6489,1.8042,8.4929,7.0391,7.7303,D
4.1908,5.3411,5.7283,9.7308,4.9923,D
9.3785,0.7697,9.7051,1.6589,8.887,D
0.0422,1.0054,4.8735,2.3586,9.7268,D
5.3657,7.9105,2.2485,2.8185,5.0632,D
5.6901,7.8542,2.3286,6.2914,0.456,D
3.5945,5.3108,7.0095,1.1885,2.5336,A
2.2956,5.6149,2.5044,1.0878,5.1707,D
1.5859,4.6769,6.2935,1.525,3.0366,E
3.8334,9.407,1.2592,1.665,5.4569,D
8.16,1.328,7.9656,6.8316,7.1208,C
2.5316,9.7899,6.1853,7.1062,4.5365,D
4.9144,8.3552,0.8061,4.4719,4.3149,C
5.805,8.2716,7.3329,6.7043,4.2788,D
1.0737,6.886,0.0327,0.6251,4.0547,D
2.1601,5.8102,8.6776,6.5955,7.9694,D
0.1111,2.3893,8.4862,1.2132,5.7014,D
7.9282,2.3593,6.0865,9.0132,9.1508,D
1.867,4.3265,5.5146,3.3014,1.888,E
