v,w,x,y,z,class
6.6027,1.5883,0.9991,5.6934,4.7278,D
9.5465,1.4552,1.9003,8.6812,8.2351,D
5.3857,5.934,8.9675,4.661,0.7396,D
0.5871,3.8026,6.6268,1.0922,0.7956,D
1.9772,3.9716,4.4662,2.5425,4.7939,B
4.8941,5.4732,4.4059,3.8663,5.5241,D
4.075,3.1232,8.0653,0.6069,2.9236,D
5.4383,2.3457,1.6068,9.0926,3.6141,D
8.2572,5.3216,7.2156,9.3497,4.6207,D
4.3417,4.9133,8.4159,3.4946,2.5071,C
2.8858,3.0681,8.4654,9.2551,5.7565,D
9.0219,7.709,2.2027,7.9832,5.9966,E
5.853,5.0895,9.0542,5.3573,2.1175,D
4.3147,2.6173,2.9497,7.0117,6.5909,D
4.1519,9.0812,3.2591,5.8988,9.5141,D
4.5115,6.1061,8.7055,3.9557,2.9479,C
0.3011,1.1976,5.0849,2.6192,5.8198,B
6.5607,5.589,6.0083,4.2941,2.4057,D
5.3083,7.8905,1.7153,9.0211,8.6429,A
8.2876,2.7747,2.6317,7.8991,6.1622,D
5.067,4.1714,7.2127,3.9921,2.9459,E
7.5069,9.3567,2.1163,6.9085,9.1879,D
6.102,5.5141,7.9896,4.5063,5.4012,D
6.013,7.5068,2.7928,5.3023,7.7448,D
7.0612,9.8413,5.5496,7.7483,0.8255,D
7.8103,0.5503,1.004,9.6117,3.7434,D
1.3737,3.1434,4.7211,2.8732,7.8532,B
1.9922,3.1215,3.3014,1.9179,6.4944,A
8.9743,3.8724,7.0129,0.4549,2.0366,D
7.4255,7.4628,2.5028,5.5303,5.6497,A
4.8355,5.2423,6.9913,4.6796,1.278,E
9.3348,0.0376,9.8376,3.4119,2.9613,D
3.5676,3.8414,9.269,4.4262,2.8377,C
6.9993,5.8041,3.1141,6.8259,7.9398,E
3.116,2.4315,4.6975,3.331,4.4116,D
3.1309,3.8212,4.1141,1.9562,4.6149,A
5.3401,3.7038,0.2003,4.9525,8.1497,D
0.2171,4.6402,8.9046,2.8188,6.6514,D
5.1123,4.3109,2.8712,1.2976,1.9395,D
2.1995,2.676,8.4534,0.1985,8.6159,D
5.5715,4.6364,7.1683,4.1227,5.6778,E
2.6348,1.3943,2.7985,2.3807,6.5982,A
4.2433,3.5533,8.5113,2.8073,4.3952,E
1.9196,3.9026,4.2059,2.4284,5.8142,D
4.484,4.4341,7.6179,5.1708,2.5284,C
7.9864,4.7638,1.178,6.3485,7.9591,A
5.4104,5.8356,6.9732,6.9399,0.3557,D
1.444,4.0123,4.3792,4.4409,4.9514,A
7.9863,5.8141,4.7942,7.5083,9.1632,D
6.0771,7.1615,4.9179,1.2267,2.7115,D
1.7311,1.5135,4.6599,3.4973,6.1006,B
3.7089,5.6087,0.5406,0.7849,5.189,D
7.7691,6.425,1.4737,5.332,7.1917,A
6.2559,8.4667,2.5006,6.7768,7.5464,E
0.9277,2.7391,6.1394,4.0166,5.8947,D
5.0028,9.7933,8.7048,2.1304,1.4985,D
6.8407,4.5837,5.9497,3.0404,3.352,D
0.0641,8.9842,8.7297,7.9125,9.2017,D
1.2073,3.0991,4.5653,1.8309,6.5997,B
6.8966,8.3028,1.9344,7.5567,7.9794,E
1.2995,2.8867,5.0752,2.3535,7.1692,A
8.5591,1.1255,3.9304,7.7927,5.545,D
3.2324,2.0188,5.0682,8.2829,8.6762,D
3.8973,5.0706,7.8443,4.2814,3.3651,C
9.5048,6.2563,2.2689,7.2077,4.4186,D
8.606,5.4333,7.7017,6.0345,9.8335,D
1.5506,3.8899,3.7217,1.1066,7.1247,B
3.478,4.8573,3.9448,0.9101,6.1971,D
1.4323,2.4406,3.0572,3.0264,7.4902,B
