v,w,x,y,z,class
8.8695,1.7773,6.423,6.0383,3.8942,B
5.8454,6.3729,2.1405,7.7773,6.6617,A
3.7908,8.2637,9.8036,0.6121,3.0781,B
3.776,3.1714,4.2644,4.8437,2.1602,A
8.0283,9.6715,2.0082,7.2261,7.9195,C
7.0217,8.8465,3.2886,1.4329,4.3583,B
2.7354,2.5696,5.001,7.5701,3.35,A
3.9926,5.1782,7.7858,2.6738,6.803,D
4.1265,3.4034,4.706,5.054,2.4391,E
7.7185,8.6901,1.6839,6.2831,7.8952,A
5.6112,5.4207,7.9895,2.6335,3.7877,C
6.1084,7.2335,2.4002,5.8966,8.6956,A
2.4769,3.8828,4.2135,7.4268,2.4047,A
7.8797,7.7201,2.7346,6.5596,6.8919,B
8.7989,4.3909,4.5897,1.7285,3.3534,B
5.763,0.8537,5.3057,2.4392,4.5513,B
4.3716,2.7421,8.3181,6.9444,4.648,B
9.0066,4.9675,2.9501,2.5041,4.8482,B
2.1232,4.4257,4.3771,6.4046,2.1217,A
6.4243,9.764,9.0918,2.1769,6.9827,B
8.1415,3.8296,5.6078,6.1372,5.0115,B
1.3155,4.4834,4.4775,5.6989,1.6298,E
7.8991,2.7747,2.6317,6.1622,8.2876,B
4.8979,7.4071,2.8487,7.4515,0.8475,B
3.2128,3.4746,4.4572,7.1533,2.4844,B
2.3761,5.6594,4.3724,7.6167,4.5988,A
1.069,6.0175,0.1233,1.1978,8.295,B
3.9934,1.7118,5.4257,5.9268,2.0786,A
1.9179,3.1215,3.3014,6.4944,1.9922,A
3.3736,4.4764,5.1699,0.6493,1.2303,B
7.3658,6.8353,0.8286,7.4974,7.9321,B
2.5297,0.4585,3.7603,2.4612,2.9922,B
7.4019,6.9267,1.1783,6.6075,8.7906,C
3.5114,2.9092,6.1331,7.9946,9.0497,B
2.7984,3.6531,4.5798,5.2477,2.7426,E
7.0102,7.965,2.0621,7.4981,8.2747,B
5.3023,7.5068,2.7928,7.7448,6.013,B
6.6184,9.6667,1.5895,5.55,0.5808,B
3.331,2.4315,4.6975,4.4116,3.116,B
3.0836,6.6273,9.6578,7.6324,2.6306,B
4.9319,3.818,1.6523,0.1339,9.3583,B
2.4098,2.4008,5.0448,6.8054,3.9918,E
1.6589,9.3785,0.7697,9.7051,8.887,B
6.5334,7.5216,2.6512,7.6699,8.5455,C
6.8306,1.3893,0.877,0.977,3.5191,B
5.5039,8.7497,1.3002,7.7995,7.3869,A
6.2093,6.7024,1.2986,6.8985,8.1243,C
6.0345,5.4333,7.7017,9.8335,8.606,B
3.4814,7.6903,4.8819,4.6274,5.9529,B
3.9557,6.1061,8.7055,2.9479,4.5115,D
8.5658,1.9894,0.3885,8.7239,0.4151,B
3.9122,0.5414,4.2372,5.3075,1.814,E
4.3429,4.2545,0.1617,0.7753,6.3129,B
6.9225,1.1313,8.8409,1.553,5.0261,B
0.6069,3.1232,8.0653,2.9236,4.075,B
2.6941,6.3999,1.686,3.0962,2.4449,B
2.5744,1.0993,3.9007,6.969,2.6175,B
5.5993,8.6561,0.2501,6.7973,9.0158,C
3.1509,7.3301,9.6947,1.1121,7.9378,B
9.2876,7.7313,9.1277,1.513,6.0681,B
1.9351,3.2746,4.2119,5.4067,8.6771,B
1.806,3.2254,4.9571,6.4042,3.12,A
6.4425,7.2917,2.1526,5.643,7.1487,C
9.5665,1.0941,8.3507,3.7821,8.9667,B
3.6655,9.185,9.8593,4.5303,7.4028,B
5.2425,7.7947,2.6598,7.0526,6.2774,B
4.5063,5.5141,7.9896,5.4012,6.102,B
7.3665,0.9739,1.9058,7.3541,5.8647,B
1.7694,1.0972,4.6105,6.1652,1.748,E
1.6718,2.2334,3.6726,6.0599,0.9693,E
9.2889,1.7505,0.7058,7.0622,8.9268,B
1.1716,1.8196,4.4642,5.8223,2.9646,A
1.498,2.5015,4.8459,3.9993,1.6671,A
2.107,2.6261,0.3233,8.6872,8.6748,B
3.6171,1.8354,4.8669,5.085,3.7719,E
1.1551,6.1442,8.5027,5.9868,8.0343,B
1.3624,2.209,4.4398,6.8951,8.8044,B
2.0943,2.7567,4.7015,5.7565,1.1948,E
2.9619,1.6561,9.2335,7.0194,6.0473,B
8.19,9.7214,8.4558,1.166,4.4424,B
7.5197,6.269,2.3085,3.7355,5.153,B
1.3676,0.5981,3.9863,7.8078,1.9763,E
7.5273,4.6949,7.0833,0.1372,2.1554,B
1.1731,2.8811,5.1445,5.7273,1.9451,E
9.3963,8.3638,4.1318,0.6287,5.4927,B
4.4679,5.8895,8.5124,2.588,5.6668,D
3.3328,1.7043,4.0829,6.3385,1.6707,E
6.6702,7.0057,6.9013,0.8016,3.7999,B
4.1357,2.0336,3.361,2.4215,0.9499,B
1.7275,6.5067,5.2589,0.1501,6.7071,B
0.9913,0.2561,9.8212,8.6037,6.3762,B
9.8485,1.3109,8.7508,5.3008,4.5904,B
1.2132,0.1111,2.3893,8.4862,5.7014,B
0.2008,3.4667,8.9156,9.9086,0.7453,B
5.4586,0.0053,3.3396,9.5414,2.0153,B
7.5887,4.488,2.2786,8.6491,2.025,B
0.0741,4.1957,3.1695,0.8062,5.4292,B
3.8987,2.873,3.6048,5.5892,3.3635,E
0.9536,4.1357,4.4818,6.4936,1.6262,B
2.2488,1.8069,3.2724,6.3567,3.8006,A
8.4977,9.8613,4.8359,7.951,8.8996,B
8.6762,3.1853,8.2474,1.6162,2.9995,B
2.353,3.8356,3.7672,5.4995,1.5261,E
2.7387,0.0,4.3297,5.0521,1.6883,A
6.5987,4.6681,2.1867,8.567,5.4563,C
6.0049,6.5414,1.8941,7.6519,7.2662,C
0.767,8.3331,6.8619,3.3085,7.799,B
3.1888,9.4636,1.2161,8.1561,4.4119,B
8.0423,7.9841,8.7868,0.6476,3.7698,B
3.0593,9.8904,2.0922,2.5736,7.1399,B
7.3089,5.7895,9.3678,5.1132,0.8517,B
6.0567,7.1091,1.7348,5.8264,7.3052,B
1.5163,1.7257,3.8908,5.8149,3.3678,E
4.7942,5.5808,6.8598,1.1574,5.2405,C
7.7809,8.0261,1.5687,7.3091,8.1755,B
5.3982,4.5819,5.7022,2.2543,5.4721,B
0.1858,0.6299,2.4795,2.397,3.2061,B
3.4714,8.2038,9.4815,7.3802,1.6519,B
6.1576,4.3901,7.5306,2.0578,5.3885,D
1.5547,1.5156,6.0164,5.6556,7.682,B
5.591,4.5073,8.44,2.7367,4.3763,C
7.4448,7.9394,3.4672,5.2317,8.5125,B
2.1783,2.3533,4.2254,4.2555,2.2411,A
4.2782,5.3911,7.3919,2.9269,5.6541,B
3.2027,5.8564,8.5693,4.4377,9.2946,B
7.0553,6.6226,2.1126,5.4028,7.7104,A
0.437,5.5028,4.3273,8.5271,7.7405,B
1.3555,3.7202,4.3144,6.2174,2.8701,B
2.3806,9.4133,9.7785,4.7934,2.4494,B
6.7519,7.5456,8.4712,5.9397,1.5598,B
3.7551,3.0746,3.5717,6.8961,0.5882,E
7.8806,0.7805,2.8718,7.4454,8.5234,B
8.5021,6.3366,1.9353,6.4147,6.2286,A
6.8681,3.0765,5.0434,3.4547,8.6906,B
3.2721,2.6416,4.7869,6.4097,2.3208,E
6.7043,5.805,8.2716,7.3329,4.2788,B
3.4142,4.6342,8.3612,1.016,4.5699,C
0.9318,3.5761,8.1756,5.3758,3.2478,B
