v,w,x,y,z,class
2.477,3.7032,1.7611,6.7109,1.1332,E
1.1822,8.1672,3.051,5.6613,1.6829,D
1.6889,7.9179,3.1432,6.293,2.9825,D
3.629,6.855,3.389,5.6831,4.5812,E
2.9101,6.1551,3.0057,5.8298,4.4415,D
5.0746,4.094,3.6371,3.3485,5.1348,C
8.4682,7.5547,4.2198,0.0441,7.773,B
8.5279,5.7755,4.3879,4.7754,8.7086,A
2.2409,6.5131,3.1193,6.06,4.4049,D
4.8765,5.0861,7.4462,4.4197,6.3851,C
3.3239,5.326,2.9994,5.1418,3.1081,E
6.5275,5.5889,4.7862,3.0505,4.3502,C
1.9288,6.6267,2.9739,6.5074,3.0975,E
8.8262,8.3571,4.0482,7.6264,1.2481,B
3.1479,6.7503,0.9068,4.9245,1.9621,E
3.9148,7.0949,3.3307,7.1649,1.388,E
4.574,3.825,3.7421,3.1593,2.0794,C
6.785,2.8787,4.7171,8.1313,8.0666,B
1.8823,6.1244,1.4801,5.8372,2.4765,D
2.9974,6.3573,3.9815,6.5896,2.775,E
2.7879,7.3146,4.4544,7.0907,4.2778,D
5.9647,0.333,7.6468,0.0787,9.2919,B
6.1021,5.0749,6.6453,5.117,7.9612,A
4.4203,0.1726,7.0779,6.1879,5.9274,B
4.5868,4.4034,5.4305,5.5336,3.7914,C
1.7688,6.7168,4.2842,6.2697,3.9549,E
2.4181,5.6573,4.0349,6.6343,2.1796,E
2.6248,5.1667,3.8562,7.7908,4.1859,E
2.0931,2.1809,4.5974,3.6768,7.711,B
3.9122,5.269,5.2502,6.136,4.1838,E
1.6574,6.7264,3.9318,6.2714,3.4403,D
8.9085,2.897,5.7768,8.5003,9.2878,A
6.1528,1.6776,5.2308,4.506,5.85,A
1.5203,4.1465,2.4539,5.5806,2.1003,E
1.9116,6.3167,2.2572,5.6784,4.2614,D
7.5033,6.8645,8.2322,6.9397,8.7432,A
5.2648,9.2571,3.2866,9.6182,7.2452,B
3.2506,7.3636,3.4152,5.9234,5.3723,D
6.7017,7.0507,2.8714,6.2953,6.8051,A
4.2055,5.6604,5.2722,5.6312,2.888,B
5.365,3.9295,6.5528,3.0083,5.1107,C
3.4235,1.4926,1.9632,9.73,6.0464,A
5.2495,4.4121,5.3508,4.2023,4.6355,C
4.4461,4.0058,5.1888,2.0,5.6346,C
2.1723,6.4753,3.433,5.4486,2.6162,E
6.9148,1.3171,4.0656,4.972,9.1375,B
3.3942,5.1717,2.5278,6.5275,3.1333,E
2.9705,4.2447,4.6813,2.9471,6.5093,C
8.3481,9.8309,3.1217,7.9879,2.7162,B
8.0649,6.8677,6.0013,4.7216,8.6346,A
4.7413,5.6357,1.1083,7.1316,2.7669,E
6.3154,7.3387,1.504,6.7387,2.6871,B
2.6018,6.5853,4.3669,5.5843,2.844,D
3.2163,6.0937,2.1127,10.0,2.4951,E
2.5578,7.0319,4.2826,7.3353,1.9352,E
3.9666,5.6601,0.3259,4.7856,2.1841,E
5.0437,4.3499,6.8843,4.2748,3.0187,C
8.8538,8.337,5.5894,5.0107,1.0999,B
4.0427,2.065,4.8367,9.9825,8.6585,B
2.8624,7.9224,3.5345,6.2046,4.4129,D
2.8767,6.6833,3.4974,5.4045,3.4168,D
4.4969,2.7874,5.7921,5.537,5.8879,C
5.0697,4.6192,5.7979,3.6019,2.7288,C
6.4167,0.3307,8.9092,5.1729,4.7382,B
6.5521,2.768,3.4197,5.9258,4.8877,A
1.9471,4.1296,3.8407,5.8792,2.7534,E
3.6334,4.4017,3.8973,3.2213,2.9031,C
1.4418,9.4554,4.1072,6.3872,4.2089,D
4.6191,3.6751,3.8953,3.9059,3.46,C
2.3635,5.4947,2.1411,7.4805,2.6827,E
4.8354,6.1002,4.3558,4.9366,2.4555,C
3.997,8.3702,5.5285,2.0942,4.2033,C
5.3383,0.2554,6.632,4.6593,2.8754,A
3.6181,7.5091,2.5297,4.6247,3.4375,C
2.9795,6.5354,0.4705,1.8442,7.2144,B
1.5086,5.0958,4.0929,6.7275,3.627,E
4.7396,6.3803,6.4433,4.6671,4.882,C
8.3275,0.2903,0.1534,3.0343,9.9885,B
6.4076,4.9774,8.643,5.7408,7.1196,A
1.364,7.6216,3.7358,6.9542,3.9498,D
1.4817,6.6008,3.1546,4.2528,4.3029,D
6.9256,3.9604,6.7047,2.8856,5.5263,A
3.1445,6.8496,4.011,5.1247,2.6904,D
2.7105,6.5956,2.6901,6.6695,2.4547,E
6.663,7.2225,6.1575,4.1435,4.6832,A
3.2409,5.9671,2.6072,7.5556,3.0814,E
9.8613,6.0967,5.48,0.7712,2.3977,B
1.0448,4.7818,2.8597,6.1269,5.5113,E
9.1068,3.087,3.5769,3.9857,2.4401,B
6.4409,5.9813,3.1631,4.3416,2.7918,C
3.1623,6.2713,2.8743,7.5707,3.2848,E
2.4616,5.0997,2.0659,6.2139,4.4142,E
8.7221,1.4725,2.6056,3.9623,7.574,B
5.3848,6.5289,4.2548,4.196,2.5735,C
9.09,2.2853,9.9096,4.2915,9.0109,A
8.0054,1.5656,6.0469,6.2137,7.5432,A
3.6382,5.9031,2.8693,7.5108,4.719,E
6.7207,2.031,6.0889,8.7937,7.6388,A
2.8662,5.3638,4.0639,7.3111,2.5095,E
2.8796,0.2829,8.9658,7.2481,3.1922,A
2.6065,7.0883,2.6433,6.9757,3.3455,D
2.1566,2.38,5.6464,6.0853,2.6115,B
0.1354,5.5996,4.8605,7.062,4.3203,D
1.0521,1.909,7.358,9.1318,4.5199,B
3.1079,6.2014,4.9591,5.8572,3.8102,D
7.081,6.9956,0.9763,8.4132,2.6645,B
5.1907,2.618,6.7259,3.8435,1.4289,B
6.8028,2.1989,6.4208,4.5894,6.5231,A
6.9079,5.6897,5.8087,6.5814,9.9027,A
2.0633,6.2569,2.8865,6.9218,3.6206,D
7.0676,6.7804,7.7645,6.6178,5.6173,A
2.6137,5.048,2.349,6.1929,2.6647,E
3.0616,5.0835,1.3203,6.5539,5.4617,E
4.8427,6.3632,4.9038,4.6782,7.7697,A
3.6713,6.4771,3.013,6.6837,2.6212,D
2.4616,5.425,2.0932,7.6255,3.7903,D
1.549,7.2048,4.2666,6.2037,4.5577,D
1.5084,7.7707,3.0602,5.7457,4.9218,D
2.3249,4.9359,2.4316,6.1679,1.0739,E
