v,w,x,y,z,class
5.5151,3.4289,1.4968,5.0415,0.8392,A
2.5228,3.2037,5.0107,2.1573,1.1881,A
6.888,2.208,5.0012,2.0029,1.9541,A
3.3403,2.6818,5.3821,5.1258,2.6907,A
7.9763,4.1081,4.9991,1.8582,1.439,C
7.1958,7.8195,2.4611,8.07,7.6458,E
2.432,3.6955,7.9274,5.0465,6.2616,A
7.755,2.4031,5.427,2.8261,2.1982,B
6.9502,8.2171,3.7374,2.9396,9.0086,A
9.3834,7.6438,6.5802,2.6836,4.4993,A
7.3748,2.2942,5.2049,1.4265,1.8096,D
3.7151,5.7225,8.512,4.8125,2.458,D
5.6087,9.6304,3.4431,7.556,6.9808,B
5.4196,2.542,4.8695,1.4501,0.4183,A
2.6597,5.306,8.4081,2.616,6.4304,D
8.0674,8.2448,2.0184,7.8972,6.6157,E
0.0059,3.8783,9.4009,3.909,4.1861,D
0.719,5.1629,7.3769,3.6333,6.0318,E
0.7343,1.7862,6.8645,9.6067,6.5891,A
2.5013,7.6649,8.5443,0.4748,0.3225,A
6.5592,2.1884,4.7559,1.8363,2.0774,E
5.8026,5.1196,2.0583,5.3752,9.8397,A
7.2882,8.0254,1.7855,7.7752,6.0993,E
1.3347,7.5101,9.8644,7.5768,0.3239,A
2.8717,4.6903,9.4398,4.7006,2.6605,E
2.1621,6.1396,10.0,4.1557,5.5505,C
2.6729,4.6589,9.3254,6.1329,4.9583,C
6.5767,8.6812,1.693,6.95,7.9899,A
8.3205,5.6152,8.3916,5.5795,4.1705,A
6.7513,7.2891,2.9771,8.0835,6.6064,E
4.1445,1.1933,5.8667,1.5738,7.0933,A
7.8413,3.2211,3.928,0.6046,2.5304,A
5.7019,9.387,1.837,8.7419,8.7819,A
3.5162,3.9153,8.4537,4.8156,4.8573,D
6.0201,1.2367,6.3368,0.4901,2.8732,C
4.272,3.6801,5.1934,2.4467,1.736,A
4.9807,8.6972,5.5796,4.6821,3.1143,A
4.8668,2.5863,4.9806,3.2123,4.2975,A
7.17,2.5498,4.5281,0.6465,0.0,E
4.8389,5.2056,3.0226,3.796,0.5016,A
7.3167,3.2816,4.9086,1.9004,2.8094,D
1.8878,4.1893,8.7889,4.3295,7.1493,A
0.61,5.4072,8.5815,4.1741,6.7076,E
1.4665,4.9589,2.8296,3.7078,7.0271,A
6.3873,7.019,1.9962,8.127,9.7357,E
7.2295,7.6223,2.3266,7.8845,7.4936,A
7.4691,6.8911,2.472,6.8927,7.9043,A
9.4596,7.9218,9.8007,2.6773,5.9947,A
6.1729,9.1379,0.2861,8.4785,5.065,A
0.858,9.0892,1.2123,5.5024,2.8802,A
6.618,2.2975,4.7754,1.6811,2.1483,D
6.591,2.3326,4.7132,1.9901,2.2024,B
6.5006,2.0283,4.9625,1.7507,2.115,D
7.6229,7.9879,1.2489,7.4484,7.4328,A
7.2103,7.589,2.0878,8.0131,7.314,E
6.6318,2.2422,5.1898,2.3292,3.5682,E
5.8793,6.5271,2.1523,9.4049,7.8757,E
3.2858,6.2677,7.5507,4.7259,0.7586,A
4.3418,2.3552,5.0657,1.374,2.5094,D
1.0482,5.7723,8.5699,3.0368,5.0984,D
4.426,9.1047,3.4802,9.8532,9.9655,A
3.6402,9.1218,3.8843,4.1036,6.7019,A
7.2867,3.6849,4.2074,0.9017,0.1127,D
1.6499,0.2198,5.8924,0.4443,0.8327,A
2.9498,5.6037,0.7724,1.5394,9.4602,A
5.3802,2.548,5.3488,1.8335,1.9539,E
2.3605,1.771,1.9185,1.2811,6.036,A
9.5296,8.6564,0.6478,1.4747,3.1574,A
0.9625,2.8181,1.5148,9.6377,9.4961,A
2.0046,4.6303,7.3637,8.0827,8.4607,A
6.6901,8.088,3.55,7.4122,7.8631,A
6.2726,9.2782,8.6827,0.9657,3.4318,A
1.1358,1.6121,2.2157,1.9172,4.6332,A
6.9987,4.0333,2.0987,3.3908,2.0746,A
2.4258,6.405,8.872,5.5751,0.5057,A
4.8313,8.8292,9.5387,6.5966,9.4379,A
2.1554,3.7776,9.8005,4.9905,6.4764,B
2.4613,7.3097,8.8771,4.5909,3.6039,E
8.2403,3.1474,8.7775,4.1179,7.1629,A
6.7084,2.4326,4.8821,1.7061,2.0697,E
7.1322,7.8153,9.9243,2.293,9.3001,A
5.2253,1.849,2.9071,9.7579,2.6202,A
7.8082,7.3695,2.082,8.0892,7.7028,E
6.479,1.6625,3.7792,3.3079,1.5751,B
7.4736,5.9498,2.2022,8.0893,7.6377,A
7.4276,7.6104,2.3747,8.0375,7.5304,A
3.1246,4.8729,9.2231,3.9269,2.8954,E
7.7469,6.5993,2.7924,5.3273,4.9547,A
7.3604,8.2966,1.1322,7.0002,6.5599,A
0.8636,5.2275,8.995,5.3677,2.9068,B
